rank	name	verdict
3549	snapshot-restore-py	notp
3550	codetiming	notp
3551	mypy-boto3-kafkaconnect	notp
3552	mypy-boto3-drs	notp
3553	sparse	notp
3554	mypy-boto3-groundstation	notp
3555	mypy-boto3-verifiedpermissions	notp
3556	streamlit-aggrid	notp
3557	mypy-boto3-amp	notp
3558	mypy-boto3-sso-oidc	notp
3559	mypy-boto3-auditmanager	notp
3560	mypy-boto3-redshift-serverless	notp
3561	application-properties	notp
3562	rapidocr	notp
3563	pyudev	notp
3564	mypy-boto3-resource-explorer-2	notp
3565	mypy-boto3-internetmonitor	notp
3566	mypy-boto3-route53-recovery-control-config	notp
3567	azure-mgmt-devspaces	notp
3568	csv-diff	tp
3569	mypy-boto3-detective	notp
3570	mypy-boto3-rbin	notp
3571	mypy-boto3-apprunner	notp
3572	azure-servicemanagement-legacy	notp
3573	mypy-boto3-pipes	notp
3574	mypy-boto3-opensearchserverless	notp
3575	cloudinary	notp
3576	ida-hcli	tp
3577	mypy-boto3-personalize	notp
3578	math-verify	
3579	mypy-boto3-oam	notp
3580	mypy-boto3-personalize-runtime	notp
3581	mypy-boto3-mq	notp
3582	mypy-boto3-aiops	notp
3583	tentaclio-s3	
3584	scikit-base	tp
3585	mypy-boto3-kinesisanalyticsv2	notp
3586	mypy-boto3-pcs	notp
3587	mypy-boto3-networkmanager	notp
3588	mypy-boto3-partnercentral-selling	notp
3589	matminer	notp
3590	equinox	notp
3591	semantic-link-labs	notp
3592	mypy-boto3-arc-zonal-shift	notp
3593	mypy-boto3-amplify	notp
3594	langchain-chroma	tp
3595	mypy-boto3-taxsettings	notp
3596	mypy-boto3-ivs	notp
3597	secure	notp
3598	mypy-boto3-b2bi	notp
3599	mypy-boto3-ssm-sap	notp
3600	mypy-boto3-lexv2-models	notp
3601	starlette-exporter	notp
3602	mypy-boto3-gameliftstreams	notp
3603	businesstimedelta	notp
3604	cron-validator	notp
3605	mypy-boto3-emr-containers	notp
3606	mypy-boto3-omics	notp
3607	mypy-boto3-geo-places	notp
3608	mypy-boto3-bedrock-data-automation-runtime	notp
3609	mypy-boto3-finspace	notp
3610	mypy-boto3-chime-sdk-media-pipelines	notp
3611	cmaes	tp
3612	mypy-boto3-rum	notp
3613	mypy-boto3-lookoutequipment	notp
3614	mypy-boto3-mediaconnect	notp
3615	mypy-boto3-cost-optimization-hub	notp
3616	mypy-boto3-mwaa	notp
3617	mypy-boto3-cloudhsmv2	notp
3618	dvc-objects	tp
3619	mypy-boto3-rolesanywhere	notp
3620	mypy-boto3-connectparticipant	notp
3621	pyvers	
3622	fastprogress	notp
3623	mypy-boto3-rtbfabric	notp
3624	mypy-boto3-securitylake	notp
3625	mypy-boto3-odb	notp
3626	mypy-boto3-customer-profiles	notp
3627	mypy-boto3-license-manager-user-subscriptions	notp
3628	mypy-boto3-managedblockchain-query	notp
3629	os-service-types	
3630	azure-applicationinsights	notp
3631	mypy-boto3-ivschat	notp
3632	mypy-boto3-qconnect	notp
3633	mypy-boto3-m2	notp
3634	types-boto3-full	notp
3635	openapi-python-client	tp
3636	marshmallow-jsonschema	notp
3637	aws-kinesis-agg	notp
3638	grpcio-testing	
3639	mypy-boto3-pi	notp
3640	mypy-boto3-lightsail	notp
3641	mypy-boto3-invoicing	notp
3642	dagster-docker	
3643	mypy-boto3-pinpoint-sms-voice-v2	notp
3644	mypy-boto3-macie2	notp
3645	mypy-boto3-workspaces-thin-client	notp
3646	mypy-boto3-mailmanager	notp
3647	mypy-boto3-security-ir	notp
3648	awkward	tp
3649	spinners	notp
3650	mypy-boto3-iotsitewise	notp
3651	mypy-boto3-keyspaces	notp
3652	psygnal	tp
3653	mypy-boto3-iotwireless	notp
3654	mypy-boto3-network-firewall	notp
3655	mypy-boto3-healthlake	notp
3656	mypy-boto3-observabilityadmin	notp
3657	mypy-boto3-timestream-influxdb	notp
3658	jsonmerge	
3659	mypy-boto3-inspector2	notp
3660	pytest-lazy-fixture	notp
3661	mypy-boto3-artifact	notp
3662	mypy-boto3-chatbot	notp
3663	mypy-boto3-cleanroomsml	notp
3664	mypy-boto3-medical-imaging	notp
3665	mypy-boto3-codeconnections	notp
3666	mypy-boto3-iot-managed-integrations	notp
3667	yt-dlp-ejs	tp
3668	types-defusedxml	notp
3669	sklearn-compat	tp
3670	mypy-boto3-polly	notp
3671	mypy-boto3-controlcatalog	notp
3672	opentelemetry-resourcedetector-kubernetes	notp
3673	tach	tp
3674	path	notp
3675	mypy-boto3-entityresolution	notp
3676	clize	notp
3677	od	notp
3678	mypy-boto3-workspaces-instances	notp
3679	mypy-boto3-resiliencehub	notp
3680	mypy-boto3-inspector-scan	notp
3681	langchain-tests	tp
3682	mypy-boto3-iotfleetwise	notp
3683	certvalidator	notp
3684	mypy-boto3-s3vectors	notp
3685	mypy-boto3-geo-maps	notp
3686	mypy-boto3-osis	notp
3687	mypy-boto3-outposts	notp
3688	lm-eval	tp
3689	lsprotocol	notp
3690	breathe	tp
3691	mypy-boto3-bcm-data-exports	notp
3692	mypy-boto3-marketplace-deployment	notp
3693	mypy-boto3-arc-region-switch	notp
3694	mypy-boto3-bcm-recommended-actions	notp
3695	mypy-boto3-notifications	notp
3696	mypy-boto3-trustedadvisor	notp
3697	mypy-boto3-marketplace-reporting	notp
3698	phono3py	notp
3699	svgwrite	notp
3700	pyvmomi	
3701	log-symbols	notp
3702	pyspark-hnsw	
3703	mypy-boto3-chime-sdk-voice	notp
3704	mypy-boto3-geo-routes	notp
3705	mypy-boto3-fis	notp
3706	textparser	notp
3707	mypy-boto3-evs	notp
3708	mypy-boto3-bcm-pricing-calculator	notp
3709	mypy-boto3-cloudfront-keyvaluestore	notp
3710	mypy-boto3-backupsearch	notp
3711	mypy-boto3-memorydb	notp
3712	roman	notp
3713	growthbook	notp
3714	mypy-boto3-ssm-quicksetup	notp
3715	mypy-boto3-billing	notp
3716	pytest-flask	tp
3717	mypy-boto3-keyspacesstreams	notp
3718	mypy-boto3-freetier	notp
3719	mypy-boto3-socialmessaging	notp
3720	mypy-boto3-marketplace-agreement	notp
3721	mypy-boto3-neptune-graph	notp
3722	envs	notp
3723	mypy-boto3-connectcampaignsv2	notp
3724	mypy-boto3-eks-auth	notp
3725	mypy-boto3-repostspace	notp
3726	mypy-boto3-pca-connector-ad	notp
3727	mypy-boto3-route53profiles	notp
3728	mypy-boto3-networkmonitor	notp
3729	mypy-boto3-launch-wizard	notp
3730	mypy-boto3-ds-data	notp
3731	mypy-boto3-bcm-dashboards	notp
3732	mypy-boto3-nova-act	notp
3733	mypy-boto3-partnercentral-account	notp
3734	mypy-boto3-mwaa-serverless	notp
3735	pymarkdownlnt	tp
3736	lazy-imports	tp
3737	mypy-boto3-pca-connector-scep	notp
3738	mypy-boto3-ssm-guiconnect	notp
3739	mypy-boto3-wickr	notp
3740	mypy-boto3-notificationscontacts	notp
3741	mypy-boto3-qapps	notp
3742	mypy-boto3-networkflowmonitor	notp
3743	skl2onnx	tp
3744	julius	notp
3745	flake8-noqa	notp
3746	google-search-results	notp
3747	awacs	notp
3748	mypy-boto3-signin	notp
3749	pyxdg	
3750	apache-airflow-providers-jdbc	notp
3751	mypy-boto3-mpa	notp
3752	mypy-boto3-compute-optimizer-automation	notp
3753	x-transformers	notp
3754	docker-compose	notp
3755	tableauhyperapi	
3756	python-barcode	notp
3757	types-passlib	notp
3758	jsf	notp
3759	flupy	notp
3760	mitmproxy-linux	
3761	mypy-boto3-partnercentral-benefits	notp
3762	mypy-boto3-partnercentral-channel	notp
3763	mypy-boto3-route53globalresolver	notp
3764	aws-lambda-typing	notp
3765	requests-auth-aws-sigv4	notp
3766	django-two-factor-auth	notp
3767	dvc-render	tp
3768	pkce	notp
3769	coveralls	tp
3770	pretty-html-table	notp
3771	opentelemetry-instrumentation-pymemcache	notp
3772	mpi4py	tp
3773	prefect-dbt	tp
3774	django-reversion	notp
3775	dvc-studio-client	tp
3776	locust-plugins	notp
3777	sqlalchemy-trino	notp
3778	vercel-runtime	
3779	oci-cli	
3780	lunardate	notp
3781	livekit-plugins-openai	notp
3782	prefect-azure	tp
3783	apify-client	tp
3784	pyglet	
3785	paddlepaddle	notp
3786	junit2html	
3787	opentelemetry-resourcedetector-docker	notp
3788	djangorestframework-dataclasses	notp
3789	adyen	notp
3790	sqltrie	tp
3791	mplcursors	notp
3792	livekit-blingfire	notp
3793	nibabel	tp
3794	open3d	
3795	pyngrok	notp
3796	async-stripe	notp
3797	ezdxf	notp
3798	b2luigi	notp
3799	west	tp
3800	openstacksdk	
3801	django-vite	tp
3802	http-ece	notp
3803	braintrust-core	
3804	pytest-durations	notp
3805	types-unidiff	notp
3806	flask-oidc	tp
3807	openevals	
3808	y-py	notp
3809	fcache	
3810	dvc-task	tp
3811	opentelemetry-instrumentation-aiopg	notp
3812	kedro-datasets	notp
3813	kconfiglib	tp
3814	dvc-http	tp
3815	dagster-dg-cli	
3816	lintrunner	notp
3817	palettable	notp
3818	testtools	tp
3819	camoufox	notp
3820	sagemaker-schema-inference-artifacts	
3821	nbsphinx	tp
3822	dropbox-sign	notp
3823	django-ses	tp
3824	pdbpp	notp
3825	django-waffle	notp
3826	pylink-square	
3827	propka	
3828	cerebras-cloud-sdk	notp
3829	torch-geometric	notp
3830	mistletoe	notp
3831	pyexcel-xlsx	tp
3832	openlit	notp
3833	flask-smorest	tp
3834	deepagents	tp
3835	pystac	tp
3836	pydicom	
3837	pycld2	tp
3838	highspy	tp
3839	apify-shared	tp
3840	jsmin	notp
3841	opentelemetry-instrumentation-cassandra	notp
3842	unleashclient	tp
3843	casbin	notp
3844	pdb2pqr	
3845	opentelemetry-test-utils	notp
3846	mmcif-pdbx	notp
3847	outlines	notp
3848	evergreen-py	notp
3849	pylint-pydantic	notp
3850	session-info	
3851	imagecodecs	notp
3852	miscreant	notp
3853	pytest-docker	notp
3854	flask-marshmallow	tp
3855	gto	tp
3856	flask-debugtoolbar	tp
3857	google-cloud-pipeline-components	tp
3858	types-requests-oauthlib	notp
3859	opentelemetry-instrumentation-remoulade	notp
3860	androguard	notp
3861	cma	notp
3862	zthreading	notp
3863	warcio	notp
3864	clandestined	notp
3865	feast	notp
3866	aaaaaaaaa	
3867	dramatiq	notp
3868	alchemlyb	tp
3869	google-cloud-documentai	tp
3870	langchain-fireworks	tp
3871	pycognito	tp
3872	configcat-client	notp
3873	pykakasi	
3874	pinecone-client	
3875	collections-extended	notp
3876	artifacts-keyring	notp
3877	envyaml	notp
3878	openvino	
3879	python-liquid	notp
3880	scim2-filter-parser	
3881	django-linear-migrations	tp
3882	linecache2	notp
3883	platformio	
3884	guppy3	notp
3885	schwifty	notp
3886	typish	notp
3887	traceback2	notp
3888	open-webui	
3889	clikit	notp
3890	telnetlib3	notp
3891	plotly-stubs	tp
3892	oslo-config	
3893	apkinspector	notp
3894	molecule	tp
3895	opentelemetry-propagator-ot-trace	notp
3896	oslo-i18n	
3897	rouge	notp
3898	agno	
3899	spglib	tp
3900	ipython-sql	notp
3901	sqlitedict	notp
3902	arize-phoenix-otel	tp
3903	sanic-ext	notp
3904	crccheck	notp
3905	types-hvac	notp
3906	types-tzlocal	notp
3907	dspy-ai	tp
3908	fancycompleter	notp
3909	tableau-api-lib	notp
3910	scooby	notp
3911	pulsar-client	
3912	databricks-langchain	
3913	fal-client	tp
3914	office365	notp
3915	crawl4ai	notp
3916	types-seaborn	notp
3917	flask-dance	notp
3918	evidently	tp
3919	pre-commit-hooks	notp
3920	shrub-py	notp
3921	enrich	notp
3922	types-decorator	notp
3923	hera	notp
3924	argh	
3925	pyviz-comms	tp
3926	opentelemetry-instrumentation-openai-agents	tp
3927	json2html	notp
3928	e2b-code-interpreter	notp
3929	litestar	tp
3930	better-profanity	notp
3931	ast-grep-cli	tp
3932	drf-spectacular-sidecar	notp
3933	jupyter-packaging	notp
3934	pymongocrypt	tp
3935	elementary-data	notp
3936	docstring-to-markdown	tp
3937	customerio	notp
3938	forbiddenfruit	notp
3939	art	notp
3940	comfy-kitchen	notp
3941	prefect-gcp	tp
3942	pydivert	notp
3943	strawberry-graphql-django	tp
3944	mutf8	notp
3945	neptune-api	notp
3946	django-object-actions	tp
3947	django-widget-tweaks	notp
3948	currencyconverter	tp
3949	hypothesis-graphql	notp
3950	scikit-build	
3951	assemblyai	notp
3952	pycollada	
3953	pythainlp	notp
3954	pypinyin	notp
3955	copier	tp
3956	delta-sharing	notp
3957	mkdocs-click	tp
3958	langgraph-checkpoint-sqlite	tp
3959	sktime	tp
3960	case-conversion	notp
3961	loky	tp
3962	browserbase	notp
3963	databricks-ai-bridge	
3964	pygdbmi	notp
3965	django-mathfilters	notp
3966	asciinema	
3967	expecttest	
3968	azure-mgmt-redisenterprise	notp
3969	dagster-pandas	notp
3970	vastai-sdk	notp
3971	defusedcsv	notp
3972	akshare	notp
3973	esp-idf-size	tp
3974	tcmlib	
3975	bm25s	tp
3976	types-geoip2	notp
3977	prettierfier	notp
3978	pydeseq2	tp
3979	snowflake-ml-python	notp
3980	zizmor	tp
3981	azureml-dataprep	
3982	types-icalendar	notp
3983	anywidget	notp
3984	emmet-core	tp
3985	pymiscutils	notp
3986	pyiotools	notp
3987	jax-cuda12-plugin	
3988	maybe-else	notp
3989	infi-systray	notp
3990	django-deprecate-fields	notp
3991	dbus-fast	tp
3992	pysubtypes	notp
3993	pathmagic	notp
3994	visions	notp
3995	pep8	
3996	ast-grep-py	tp
3997	requestsexceptions	
3998	pyzbar	notp
3999	types-flask	notp
4000	mjml-python	notp
4001	python-semantic-release	tp
4002	dagster-gcp	
4003	deepspeed	notp
4004	jsons	notp
4005	extension-helpers	notp
4006	pyomo	notp
4007	wasmer	
4008	lingua-language-detector	notp
4009	lib-detect-testenv	notp
4010	formulaic-contrasts	tp
4011	jax-cuda12-pjrt	
4012	acryl-datahub-airflow-plugin	notp
4013	markdown-exec	notp
4014	dagster-dg-core	
4015	django-pglock	notp
4016	pyfarmhash	notp
4017	cli-exit-tools	notp
4018	onfido-python	notp
4019	aws-cdk-asset-kubectl-v20	notp
4020	types-boto3-sqs	notp
4021	sparqlwrapper	notp
4022	measurement	notp
4023	manifold3d	tp
4024	pyod	notp
4025	codemagic-cli-tools	notp
4026	neptune-fetcher	notp
4027	pytest-datadir	tp
4028	openvino-telemetry	notp
4029	starlette-testclient	notp
4030	arq	tp
4031	pystan	notp
4032	mrcfile	notp
4033	types-humanfriendly	notp
4034	sparkdantic	
4035	paypalrestsdk	
4036	ntlm-auth	notp
4037	pygls	
4038	django-pgactivity	notp
4039	ibm-cos-sdk	notp
4040	pybloom-live	notp
4041	mecab-python3	notp
4042	pysnmp	notp
4043	silero-vad	notp
4044	python-fsutil	tp
4045	wasmer-compiler-cranelift	
4046	flash-attn	tp
4047	plum-dispatch	tp
4048	awesomeversion	tp
4049	types-xlrd	notp
4050	readability-lxml	notp
4051	bce-python-sdk	
4052	uhi	tp
4053	django-mptt	notp
4054	trafaret	notp
4055	grep-ast	notp
4056	daft	tp
4057	gspread-formatting	notp
4058	workalendar	notp
4059	itables	tp
4060	rerun-sdk	notp
4061	nvidia-cusolver-cu11	
4062	nvidia-cusparse-cu11	
4063	sqlalchemy-json	notp
4064	mkdocs-panzoom-plugin	tp
4065	fastdiff	notp
4066	openinference-instrumentation-openai	notp
4067	spark-nlp	notp
4068	yaml-config	notp
4069	nvidia-cufft-cu11	
4070	esp-coredump	notp
4071	paddlex	
4072	htmlmin	
4073	arize-phoenix	tp
4074	apache-airflow-providers-odbc	notp
4075	usaddress-scourgify	notp
4076	diracx-client	
4077	diracx-cli	
4078	nvidia-curand-cu11	
4079	honcho	
4080	pytelegrambotapi	notp
4081	nvidia-cuda-cupti-cu11	
4082	mike	notp
4083	snapshottest	notp
4084	ase	
4085	litestar-htmx	
4086	segno	notp
4087	pysbd	
4088	types-boto3-dynamodb	notp
4089	adjusttext	notp
4090	django-admin-sortable2	notp
4091	esp-idf-kconfig	notp
4092	objgraph	
4093	svg-path	notp
4094	lzfse	tp
4095	flask-mail	tp
4096	annoy	notp
4097	mmtf-python	notp
4098	monty	
4099	mda-xdrlib	notp
4100	debtcollector	
4101	mkdocs-glightbox	tp
4102	oslo-serialization	
4103	types-boto3-rds	notp
4104	aws-opentelemetry-distro	notp
4105	cliff	
4106	domdf-python-tools	notp
4107	browsergym-core	tp
4108	nuitka	notp
4109	oras	notp
4110	pygments-ansi-color	
4111	lia-web	
4112	tensorflow-cpu	
4113	scenedetect	tp
4114	graphene-django	notp
4115	blessings	notp
4116	aiohttp-sse-client2	notp
4117	nvidia-nvtx-cu11	
4118	fixedwidth	notp
4119	py-ubjson	notp
4120	idf-component-manager	notp
4121	ruyaml	notp
4122	django-admin-rangefilter	notp
4123	vhacdx	tp
4124	swagger-spec-validator	notp
4125	azureml-featurestore	
4126	pytest-flakefinder	notp
4127	rnet	notp
4128	codeguru-profiler-agent	notp
4129	supervision	tp
4130	sasl	notp
4131	webtest	
4132	pyvista	tp
4133	types-boto3-ec2	notp
4134	types-grpcio-health-checking	notp
4135	clang	
4136	ansicon	notp
4137	paypalhttp	
4138	mdanalysis	tp
4139	interrogate	
4140	yarg	
4141	yara-python	tp
4142	requests-pkcs12	notp
4143	langchain-mistralai	tp
4144	claude-code-sdk	notp
4145	django-treebeard	
4146	splunk-sdk	tp
4147	airtable	notp
4148	treepoem	tp
4149	rope	tp
4150	lief	notp
4151	fake-http-header	notp
4152	tf-playwright-stealth	notp
4153	tree-sitter-cpp	
4154	word2number	notp
4155	types-boto3-lambda	notp
4156	ragas	notp
4157	htmlmin2	
4158	pydub-stubs	notp
4159	xopen	notp
4160	asyncache	
4161	harfile	tp
4162	pyandoc	notp
4163	thop	notp
4164	fhirpy	notp
4165	nvidia-nccl-cu11	
4166	mcap	tp
4167	facexlib	notp
4168	daytona-api-client	
4169	formic2	notp
4170	mkdocs-git-revision-date-plugin	
4171	kopf	tp
4172	paypal-checkout-serversdk	
4173	keyrings-codeartifact	tp
4174	wmi	
4175	manhole	notp
4176	flake8-print	notp
4177	types-ratelimit	notp
4178	pyro-ppl	
4179	pyrepl	notp
4180	jupyter-ydoc	tp
4181	griddataformats	tp
4182	js2py	notp
4183	daytona	
4184	autopage	notp
4185	tools	notp
4186	mux-python	notp
4187	histoprint	tp
4188	python-lsp-server	notp
4189	mail-parser	notp
4190	xmlunittest	notp
4191	traittypes	
4192	pyapns-client	notp
4193	pysimdjson	
4194	json-stream-rs-tokenizer	tp
4195	lorem	notp
4196	shellescape	notp
4197	drf-extensions	notp
4198	sunshine-conversations-client	
4199	httpretty	notp
4200	types-boto3-cloudformation	notp
4201	pybytebuffer	notp
4202	jinxed	notp
4203	grapheme	notp
4204	esptool	tp
4205	hunter	notp
4206	docformatter	notp
4207	liccheck	notp
4208	shandy-sqlfmt	tp
4209	pyqt6-webengine-qt6	
4210	nutree	notp
4211	coreschema	
4212	markdown-to-mrkdwn	notp
4213	awsiotsdk	notp
4214	anyscale	
4215	jinja2-ansible-filters	
4216	opentok	notp
4217	prelude-python-sdk	notp
4218	asn1	notp
4219	rpyc	notp
4220	json-stream	tp
4221	mplhep	tp
4222	vector	tp
4223	holoviews	tp
4224	pydevd-pycharm	notp
4225	mkdocs-gen-files	tp
4226	lameenc	tp
4227	newspaper3k	notp
4228	jenkinsapi	
4229	minify-html	notp
4230	jupyter-server-ydoc	tp
4231	aioconsole	notp
4232	apache-airflow-providers-redis	notp
4233	waiting	
4234	livekit-plugins-deepgram	notp
4235	stable-baselines3	notp
4236	pysdl2	notp
4237	pebble	notp
4238	google-cloud-recaptcha-enterprise	tp
4239	natto-py	notp
4240	python-benedict	tp
4241	cython-lint	tp
4242	ibm-platform-services	notp
4243	nc-py-api	notp
4244	pyqt6-webengine	
4245	gtts	
4246	bayesian-optimization	
4247	notion	notp
4248	nicegui	notp
4249	types-antlr4-python3-runtime	notp
4250	bson	notp
4251	pyro-api	notp
4252	ipympl	notp
4253	alembic-utils	notp
4254	seeuletter	
4255	flake8-junit-report-basic	notp
4256	diceware	
4257	dagster-celery	
4258	mkdocs-meta-manager	notp
4259	axiom-py	notp
4260	docker-py	notp
4261	mkdocs-link-marker	notp
4262	flask-threads	notp
4263	watchdog-gevent	
4264	ruptures	notp
4265	ensure	notp
4266	pymediainfo	notp
4267	hud-python	notp
4268	cartopy	tp
4269	opentelemetry-exporter-jaeger-thrift	notp
4270	simpleflow	notp
4271	zipfile36	
4272	py-money	notp
4273	phik	
4274	unitycatalog-ai	notp
4275	types-smorest	notp
4276	uncalled	tp
4277	pytest-find-dependencies	notp
4278	segment-anything	
4279	creosote	tp
4280	avro-gen	notp
4281	unittest2	
4282	ping3	notp
4283	mkdocs-auto-tag-plugin	notp
4284	untokenize	notp
4285	red-black-tree-mod	
4286	unitycatalog-langchain	
4287	crayons	notp
4288	pwdlib	tp
4289	telesign	notp
4290	bootstrap-flask	tp
4291	uptime-kuma-api	notp
4292	dify-plugin	tp
4293	python-redis-lock	notp
4294	praw	
4295	mujoco	notp
4296	mlxtend	notp
4297	prefect-sqlalchemy	tp
4298	inject	notp
4299	flake8-polyfill	
4300	aws-cdk-aws-glue-alpha	notp
4301	telesignenterprise	
4302	unitycatalog-client	notp
4303	jupyter-server-fileid	
4304	mp-api	
4305	replicate	notp
4306	pymodbus	notp
4307	django-auditlog	notp
4308	flask-testing	notp
4309	flake8-plugin-utils	notp
4310	httpstan	notp
4311	coredis	tp
4312	rarfile	notp
4313	roundrobin	tp
4314	credstash	notp
4315	falcon	tp
4316	pysdl2-dll	notp
4317	pyboy	notp
4318	jsonpath	
4319	prawcore	tp
4320	watchgod	tp
4321	unstructured-inference	tp
4322	gspread-pandas	notp
4323	javaobj-py3	notp
4324	geohash2	notp
4325	coffea	
4326	opentelemetry-instrumentation-click	notp
4327	alphashape	notp
4328	sphinx-book-theme	notp
4329	gitignore-parser	notp
4330	django-pgtrigger	notp
4331	anki	
4332	decopatch	notp
4333	neptune-scale	notp
4334	publicsuffixlist	notp
4335	bleak	notp
4336	pytest-race	notp
4337	dbt-athena	tp
4338	mailjet-rest	notp
4339	textfsm	notp
4340	cibuildwheel	tp
4341	jinja-partials	notp
4342	opentelemetry-propagator-gcp	notp
4343	leptonai	
4344	fredapi	notp
4345	google-cloud-vectorsearch	tp
4346	suds-py3	notp
4347	apache-airflow-providers-trino	notp
4348	grain	tp
4349	clerk-backend-api	tp
4350	resvg-py	
4351	sqlalchemy-mate	notp
4352	jupyter-kernel-gateway	tp
4353	livekit-plugins-turn-detector	notp
4354	reliability	notp
4355	cbor	
4356	django-pydantic-field	tp
4357	splunk-handler	notp
4358	tqdm-multiprocess	notp
4359	flasgger	notp
4360	yattag	
4361	google-cloud-org-policy	tp
4362	pgeocode	
4363	daytona-api-client-async	
4364	pytoolconfig	tp
4365	datacontract-cli	tp
4366	google-cloud-os-config	tp
4367	django-querycount	notp
4368	numdifftools	tp
4369	langchain-nvidia-ai-endpoints	tp
4370	inline-snapshot	tp
4371	impit	tp
4372	opentracing	notp
4373	tensorflow-addons	
4374	grpc-google-logging-v2	notp
4375	reportportal-client	notp
4376	django-tables2	notp
4377	wrapt-timeout-decorator	notp
4378	llama-index-multi-modal-llms-openai	
4379	okta	notp
4380	typing-utils	notp
4381	pytest-pretty	tp
4382	azure-mgmt-databoxedge	notp
4383	yggdrasil-engine	
4384	cli-helpers	notp
4385	google-cloud-asset	tp
4386	crispy-bootstrap5	tp
4387	google-cloud-ndb	tp
4388	mercantile	notp
4389	stomp-py	notp
4390	aqt	
4391	opentelemetry-instrumentation-writer	tp
4392	pyocd	notp
4393	uszipcode	
4394	recommonmark	
4395	githubkit	tp
4396	recurring-ical-events	notp
4397	wordninja	
4398	ypy-websocket	notp
4399	python-memcached	tp
4400	pystemmer	notp
4401	testrail-api	notp
4402	dashscope	
